"Location","Expt_No","Depth","Time_Range","Population","Sample_Type","VP","VP_SE","VP_R_Squared","VP_Type"
"NJ2020","2","1","T0_T24","c_V1","VPC",841995.614059522,245994.109023244,0.422710997165531,"LM_AP"
"NJ2020","3","1","T0_T3","c_V1","VPC",137452.865055299,181166.740737355,0.125805272378493,"LM_AP"
"NJ2020","3","1","T0_T6","c_V1","VPC",187992.42362055,103090.386490381,0.322060396444013,"LM_AP"
"NJ2020","3","1","T0_T9","c_V1","VPC",-212460.185044749,147923.271409436,0.171013228286204,"LM_AP"
"NJ2020","3","1","T0_T12","c_V1","VPC",-377299.356734861,104603.270386451,0.500194713257283,"LM_AP"
"NJ2020","3","1","T0_T24","c_V1","VPC",-285902.146609578,49293.5963038862,0.677678203026574,"LM_AP"
"NJ2020","4","1","T0_T3","c_V1","VPC",-180073.164707722,314627.397302698,0.0756938782132957,"LM_AP"
"NJ2020","4","1","T0_T6","c_V1","VPC",781236.396403117,254146.847113558,0.574447638481041,"LM_AP"
"NJ2020","4","1","T0_T9","c_V1","VPC",668416.512018365,189267.110402431,0.555006291955084,"LM_AP"
"NJ2020","4","1","T0_T12","c_V1","VPC",458305.710421483,131506.254442089,0.48301022335434,"LM_AP"
"NJ2020","4","1","T0_T24","c_V1","VPC",21504.4748703201,87960.2569180695,0.00372173441542746,"LM_AP"
"NJ2020","5","1","T0_T3","c_V1","VPC",198785.056136152,525845.111002048,0.0344942462575389,"LM_AP"
"NJ2020","5","1","T0_T6","c_V1","VPC",-495922.857075455,253496.21968179,0.353482291280149,"LM_AP"
"NJ2020","5","1","T0_T9","c_V1","VPC",-361182.702999601,139382.890344441,0.401728846978722,"LM_AP"
"NJ2020","5","1","T0_T12","c_V1","VPC",-305078.853676131,87918.379618078,0.480852728572407,"LM_AP"
"NJ2020","5","1","T0_T24","c_V1","VPC",-206911.776653826,42557.5909587171,0.596350054376454,"LM_AP"
"NJ2020","6","1","T0_T3","c_V1","VPC",-86873.6671644891,123423.802216319,0.110206611595161,"LM_AP"
"NJ2020","6","1","T0_T6","c_V1","VPC",-712311.149909778,149263.665154423,0.764892219627054,"LM_AP"
"NJ2020","6","1","T0_T9","c_V1","VPC",-819338.452225561,281050.242299877,0.459425045269901,"LM_AP"
"NJ2020","6","1","T0_T12","c_V1","VPC",-489099.880427191,197154.924909926,0.321301819809506,"LM_AP"
"NJ2020","6","1","T0_T24","c_V1","VPC",-296344.482009638,94527.306480637,0.380524854016687,"LM_AP"
"NJ2020","7","1","T0_T3","c_V1","VPC",-5035.57158607806,55624.775429103,0.0020446178160955,"LM_AP"
